CIK,coName,formtype,date,fName,length,full_link
886136,SAGA COMMUNICATIONS INC,10-K,2019-12-31,285443.txt,349962,/blue/acg7849/share/BS/item1/285443.txt
912767,UNIVERSAL FOREST PRODUCTS INC,10-K,2019-12-28,285622.txt,13259,/blue/acg7849/share/BS/item1/285622.txt
1753391,BIGEON CORP.,10-K,2019-07-31,275271.txt,21015,/blue/acg7849/share/BS/item1/275271.txt
1374535,Altra Industrial Motion Corp.,10-K,2019-12-31,280772.txt,100573,/blue/acg7849/share/BS/item1/280772.txt
827187,Sleep Number Corp,10-K,2019-12-28,285149.txt,95349,/blue/acg7849/share/BS/item1/285149.txt
1004980,PG&E Corp,10-K,2019-12-31,279144.txt,338811,/blue/acg7849/share/BS/item1/279144.txt
1013462,ANSYS INC,10-K,2019-12-31,279203.txt,105868,/blue/acg7849/share/BS/item1/279203.txt
1393434,"OCULAR THERAPEUTIX, INC",10-K,2019-12-31,280921.txt,383889,/blue/acg7849/share/BS/item1/280921.txt
1654785,Capital Auto Receivables Asset Trust 2015-4,10-K,2019-12-31,285503.txt,1001,/blue/acg7849/share/BS/item1/285503.txt
719494,"Inrad Optics, Inc.",10-K,2019-12-31,284688.txt,46347,/blue/acg7849/share/BS/item1/284688.txt
1720635,nVent Electric plc,10-K,2019-12-31,283527.txt,1978,/blue/acg7849/share/BS/item1/283527.txt
1370053,"ANAPTYSBIO, INC",10-K,2019-12-31,280744.txt,205437,/blue/acg7849/share/BS/item1/280744.txt
1083446,"Apollo Medical Holdings, Inc.",10-K,2019-12-31,279654.txt,125474,/blue/acg7849/share/BS/item1/279654.txt
930245,ALL AMERICAN SPORTPARK INC,10-K,2019-12-31,285752.txt,10091,/blue/acg7849/share/BS/item1/285752.txt
31978,EL PASO ELECTRIC CO /TX/,10-K,2019-12-31,284320.txt,271161,/blue/acg7849/share/BS/item1/284320.txt
1263364,Joway Health Industries Group Inc,10-K,2019-12-31,280244.txt,332621,/blue/acg7849/share/BS/item1/280244.txt
1401708,NanoString Technologies Inc,10-K,2019-12-31,280972.txt,186740,/blue/acg7849/share/BS/item1/280972.txt
1033905,LUMINEX CORP,10-K,2019-12-31,279328.txt,322789,/blue/acg7849/share/BS/item1/279328.txt
949039,"DIAMOND OFFSHORE DRILLING, INC.",10-K,2019-12-31,285843.txt,185977,/blue/acg7849/share/BS/item1/285843.txt
1388410,"PARALLAX HEALTH SCIENCES, INC.",10-K,2019-12-31,280889.txt,406331,/blue/acg7849/share/BS/item1/280889.txt
1157408,K12 INC,10-K,2019-06-30,267000.txt,117134,/blue/acg7849/share/BS/item1/267000.txt
1403752,Zymeworks Inc.,10-K,2019-12-31,280990.txt,216485,/blue/acg7849/share/BS/item1/280990.txt
1436942,MEWBOURNE ENERGY PARTNERS 08-A LP,10-K,2019-12-31,281211.txt,9055,/blue/acg7849/share/BS/item1/281211.txt
1635984,"National Western Life Group, Inc.",10-K,2019-12-31,282732.txt,350844,/blue/acg7849/share/BS/item1/282732.txt
1444839,Bravo Multinational Inc.,10-K,2019-12-31,281265.txt,9972,/blue/acg7849/share/BS/item1/281265.txt
352541,ALLIANT ENERGY CORP,10-K,2019-12-31,279630.txt,478724,/blue/acg7849/share/BS/item1/279630.txt
1037646,METTLER TOLEDO INTERNATIONAL INC/,10-K,2019-12-31,279354.txt,69402,/blue/acg7849/share/BS/item1/279354.txt
276720,PURE CYCLE CORP,10-K,2019-08-31,275507.txt,75055,/blue/acg7849/share/BS/item1/275507.txt
1405663,I-Minerals Inc,10-K,2019-04-30,269223.txt,23601,/blue/acg7849/share/BS/item1/269223.txt
1401667,"PUMA BIOTECHNOLOGY, INC.",10-K,2019-12-31,280970.txt,1547,/blue/acg7849/share/BS/item1/280970.txt
1278680,ISHARES GOLD TRUST,10-K,2019-12-31,280296.txt,50675,/blue/acg7849/share/BS/item1/280296.txt
1712463,Ranpak Holdings Corp.,10-K,2019-12-31,283452.txt,119420,/blue/acg7849/share/BS/item1/283452.txt
1570937,ALTAIR INTERNATIONAL CORP.,10-K,2019-03-31,282097.txt,4740,/blue/acg7849/share/BS/item1/282097.txt
33185,EQUIFAX INC,10-K,2019-12-31,284331.txt,172777,/blue/acg7849/share/BS/item1/284331.txt
1483386,Aberdeen Standard Precious Metals Basket ETF Trust,10-K,2019-12-31,281466.txt,154025,/blue/acg7849/share/BS/item1/281466.txt
1075607,TC PIPELINES LP,10-K,2019-12-31,279612.txt,86197,/blue/acg7849/share/BS/item1/279612.txt
749251,GARTNER INC,10-K,2019-12-31,284831.txt,36495,/blue/acg7849/share/BS/item1/284831.txt
1025996,KILROY REALTY CORP,10-K,2019-12-31,279295.txt,1145,/blue/acg7849/share/BS/item1/279295.txt
70318,TENET HEALTHCARE CORP,10-K,2019-12-31,284599.txt,324488,/blue/acg7849/share/BS/item1/284599.txt
1078099,"Meet Group, Inc.",10-K,2019-12-31,279626.txt,55218,/blue/acg7849/share/BS/item1/279626.txt
926282,ADTRAN INC,10-K,2019-12-31,285728.txt,126677,/blue/acg7849/share/BS/item1/285728.txt
1534154,Ipsidy Inc.,10-K,2019-12-31,281817.txt,64559,/blue/acg7849/share/BS/item1/281817.txt
1022321,GENESIS ENERGY LP,10-K,2019-12-31,279265.txt,392636,/blue/acg7849/share/BS/item1/279265.txt
1580490,I-ON Digital Corp.,10-K,2019-12-31,282212.txt,60204,/blue/acg7849/share/BS/item1/282212.txt
1104485,"NORTHERN OIL & GAS, INC.",10-K,2019-12-31,279791.txt,99283,/blue/acg7849/share/BS/item1/279791.txt
863436,BENCHMARK ELECTRONICS INC,10-K,2019-12-31,285295.txt,48691,/blue/acg7849/share/BS/item1/285295.txt
931584,UNIVERSAL STAINLESS & ALLOY PRODUCTS INC,10-K,2019-12-31,285760.txt,20128,/blue/acg7849/share/BS/item1/285760.txt
1252849,"COLUMBIA PROPERTY TRUST, INC.",10-K,2019-12-31,280214.txt,119771,/blue/acg7849/share/BS/item1/280214.txt
885975,CINEMARK USA INC /TX,10-K,2019-12-31,285440.txt,297580,/blue/acg7849/share/BS/item1/285440.txt
1494259,"CarGurus, Inc.",10-K,2019-12-31,281531.txt,132923,/blue/acg7849/share/BS/item1/281531.txt
814549,EBIX INC,10-K,2019-12-31,285090.txt,134503,/blue/acg7849/share/BS/item1/285090.txt
920112,HEARTLAND FINANCIAL USA INC,10-K,2019-12-31,285674.txt,350728,/blue/acg7849/share/BS/item1/285674.txt
1132105,"SPORTSMAN'S WAREHOUSE HOLDINGS, INC.",10-K,2019-02-02,266848.txt,82574,/blue/acg7849/share/BS/item1/266848.txt
700841,RCM TECHNOLOGIES INC,10-K,2019-12-28,284587.txt,40161,/blue/acg7849/share/BS/item1/284587.txt
1515156,"Advanced Emissions Solutions, Inc.",10-K,2019-12-31,281681.txt,113948,/blue/acg7849/share/BS/item1/281681.txt
1158324,"COGENT COMMUNICATIONS HOLDINGS, INC.",10-K,2019-12-31,280006.txt,26173,/blue/acg7849/share/BS/item1/280006.txt
1450922,Aberdeen Standard Silver ETF Trust,10-K,2019-12-31,281298.txt,83441,/blue/acg7849/share/BS/item1/281298.txt
15357,CHASE GENERAL CORP,10-K,2019-06-30,271151.txt,46536,/blue/acg7849/share/BS/item1/271151.txt
277638,DAVEY TREE EXPERT CO,10-K,2019-12-31,284233.txt,15607,/blue/acg7849/share/BS/item1/284233.txt
1671013,Cardtronics plc,10-K,2019-12-31,283042.txt,121401,/blue/acg7849/share/BS/item1/283042.txt
1392545,"Lightning Gaming, Inc.",10-K,2019-12-31,280915.txt,55429,/blue/acg7849/share/BS/item1/280915.txt
1740797,FREECOOK,10-K,2019-03-31,275178.txt,12076,/blue/acg7849/share/BS/item1/275178.txt
1089511,ALASKA COMMUNICATIONS SYSTEMS GROUP INC,10-K,2019-12-31,279693.txt,38026,/blue/acg7849/share/BS/item1/279693.txt
1120914,PDF SOLUTIONS INC,10-K,2019-12-31,279864.txt,41273,/blue/acg7849/share/BS/item1/279864.txt
1756180,"NOCERA, INC.",10-K,2019-12-31,283831.txt,37132,/blue/acg7849/share/BS/item1/283831.txt
1428389,"Blox, Inc.",10-K,2019-03-31,269576.txt,45098,/blue/acg7849/share/BS/item1/269576.txt
100517,"United Airlines Holdings, Inc.",10-K,2019-12-31,284318.txt,120726,/blue/acg7849/share/BS/item1/284318.txt
1727820,Ally Auto Receivables Trust 2018-1,10-K,2019-12-31,283599.txt,1001,/blue/acg7849/share/BS/item1/283599.txt
1009829,JAKKS PACIFIC INC,10-K,2019-12-31,279183.txt,74603,/blue/acg7849/share/BS/item1/279183.txt
853816,LANDSTAR SYSTEM INC,10-K,2019-12-28,285248.txt,81043,/blue/acg7849/share/BS/item1/285248.txt
1680132,CANNABIS SUISSE CORP.,10-K,2019-05-31,274126.txt,20487,/blue/acg7849/share/BS/item1/274126.txt
1692412,Playa Hotels & Resorts N.V.,10-K,2019-12-31,283250.txt,86932,/blue/acg7849/share/BS/item1/283250.txt
929008,WESCO INTERNATIONAL INC,10-K,2019-12-31,285747.txt,92341,/blue/acg7849/share/BS/item1/285747.txt
1745078,"Vynleads, Inc.",10-K,2019-12-31,283736.txt,34966,/blue/acg7849/share/BS/item1/283736.txt
789933,NACCO INDUSTRIES INC,10-K,2019-12-31,284966.txt,463063,/blue/acg7849/share/BS/item1/284966.txt
766829,SJW GROUP,10-K,2019-12-31,284891.txt,91486,/blue/acg7849/share/BS/item1/284891.txt
920465,LA JOLLA PHARMACEUTICAL CO,10-K,2019-12-31,285678.txt,101708,/blue/acg7849/share/BS/item1/285678.txt
1702750,"BYLINE BANCORP, INC.",10-K,2019-12-31,283351.txt,81184,/blue/acg7849/share/BS/item1/283351.txt
1717307,Industrial Logistics Properties Trust,10-K,2019-12-31,283496.txt,226799,/blue/acg7849/share/BS/item1/283496.txt
717806,FIRST US BANCSHARES INC,10-K,2019-12-31,284676.txt,40039,/blue/acg7849/share/BS/item1/284676.txt
1358356,"LIMESTONE BANCORP, INC.",10-K,2019-12-31,280678.txt,47184,/blue/acg7849/share/BS/item1/280678.txt
1558235,CORPORATE PROPERTY ASSOCIATES 18 GLOBAL INC,10-K,2019-12-31,281988.txt,140151,/blue/acg7849/share/BS/item1/281988.txt
1049502,MKS INSTRUMENTS INC,10-K,2019-12-31,279446.txt,58646,/blue/acg7849/share/BS/item1/279446.txt
1437958,COASTAL FINANCIAL CORP,10-K,2019-12-31,281227.txt,93117,/blue/acg7849/share/BS/item1/281227.txt
1166003,"XPO Logistics, Inc.",10-K,2019-12-31,280052.txt,160300,/blue/acg7849/share/BS/item1/280052.txt
1278752,APOLLO INVESTMENT CORP,10-K,2019-03-31,267617.txt,152993,/blue/acg7849/share/BS/item1/267617.txt
1575965,"Gaming & Leisure Properties, Inc.",10-K,2019-12-31,282159.txt,353089,/blue/acg7849/share/BS/item1/282159.txt
924901,MACK CALI REALTY CORP,10-K,2019-12-31,279559.txt,112098,/blue/acg7849/share/BS/item1/279559.txt
1590714,Element Solutions Inc,10-K,2019-12-31,282309.txt,101285,/blue/acg7849/share/BS/item1/282309.txt
1415404,EchoStar CORP,10-K,2019-12-31,281077.txt,154686,/blue/acg7849/share/BS/item1/281077.txt
1656936,MGM Growth Properties LLC,10-K,2019-12-31,282931.txt,122535,/blue/acg7849/share/BS/item1/282931.txt
1521036,"Lantheus Holdings, Inc.",10-K,2019-12-31,281722.txt,215546,/blue/acg7849/share/BS/item1/281722.txt
31235,EASTMAN KODAK CO,10-K,2019-12-31,284269.txt,22105,/blue/acg7849/share/BS/item1/284269.txt
1361538,Primoris Services Corp,10-K,2019-12-31,280692.txt,28536,/blue/acg7849/share/BS/item1/280692.txt
1173489,CEVA INC,10-K,2019-12-31,280094.txt,102787,/blue/acg7849/share/BS/item1/280094.txt
8858,AVNET INC,10-K,2019-06-29,278130.txt,16730,/blue/acg7849/share/BS/item1/278130.txt
829224,STARBUCKS CORP,10-K,2019-09-29,277511.txt,1141329,/blue/acg7849/share/BS/item1/277511.txt
1006840,"Cang Bao Tian Xia International Art Trade Center, Inc.",10-K,2019-06-30,265173.txt,35770,/blue/acg7849/share/BS/item1/265173.txt
895417,EQUITY LIFESTYLE PROPERTIES INC,10-K,2019-12-31,285520.txt,72423,/blue/acg7849/share/BS/item1/285520.txt
1753373,INKY INC.,10-K,2019-11-30,283805.txt,22758,/blue/acg7849/share/BS/item1/283805.txt
1578348,"Investcorp Credit Management BDC, Inc.",10-K,2019-06-30,271925.txt,264509,/blue/acg7849/share/BS/item1/271925.txt
1713809,"New Leap, Inc.",10-K,2019-12-31,283465.txt,10696,/blue/acg7849/share/BS/item1/283465.txt
1495320,"Vera Bradley, Inc.",10-K,2019-02-02,270457.txt,138650,/blue/acg7849/share/BS/item1/270457.txt
1446159,Predictive Oncology Inc.,10-K,2019-12-31,281273.txt,38983,/blue/acg7849/share/BS/item1/281273.txt
1494650,"OptiNose, Inc.",10-K,2019-12-31,281536.txt,240442,/blue/acg7849/share/BS/item1/281536.txt
1001316,"TG THERAPEUTICS, INC.",10-K,2019-12-31,279117.txt,132333,/blue/acg7849/share/BS/item1/279117.txt
1206264,"TEMPUR SEALY INTERNATIONAL, INC.",10-K,2019-12-31,280159.txt,424001,/blue/acg7849/share/BS/item1/280159.txt
779544,ARK RESTAURANTS CORP,10-K,2019-09-28,277002.txt,127392,/blue/acg7849/share/BS/item1/277002.txt
1499832,"Townsquare Media, Inc.",10-K,2019-12-31,281577.txt,1043438,/blue/acg7849/share/BS/item1/281577.txt
1716947,Leisure Acquisition Corp.,10-K,2019-12-31,283495.txt,139435,/blue/acg7849/share/BS/item1/283495.txt
733337,"PwrCor, Inc.",10-K,2019-12-31,284781.txt,21719,/blue/acg7849/share/BS/item1/284781.txt
1404912,KKR & Co. Inc.,10-K,2019-12-31,280997.txt,776772,/blue/acg7849/share/BS/item1/280997.txt
726865,LINCOLN NATIONAL LIFE INSURANCE CO /IN/,10-K,2019-12-31,284734.txt,352304,/blue/acg7849/share/BS/item1/284734.txt
867773,SUNPOWER CORP,10-K,2019-12-29,285317.txt,157481,/blue/acg7849/share/BS/item1/285317.txt
710752,SABINE ROYALTY TRUST,10-K,2019-12-31,284633.txt,89830,/blue/acg7849/share/BS/item1/284633.txt
1634117,"Barnes & Noble Education, Inc.",10-K,2019-04-27,273149.txt,104809,/blue/acg7849/share/BS/item1/273149.txt
1122904,"NETGEAR, INC.",10-K,2019-12-31,279873.txt,111016,/blue/acg7849/share/BS/item1/279873.txt
1730732,Live Inc,10-K,2019-12-31,283624.txt,49730,/blue/acg7849/share/BS/item1/283624.txt
711669,COLONY BANKCORP INC,10-K,2019-12-31,284639.txt,153400,/blue/acg7849/share/BS/item1/284639.txt
1692115,"Southwest Gas Holdings, Inc.",10-K,2019-12-31,283245.txt,186634,/blue/acg7849/share/BS/item1/283245.txt
887596,CHEESECAKE FACTORY INC,10-K,2019-12-31,285457.txt,65603,/blue/acg7849/share/BS/item1/285457.txt
827876,"CLEANSPARK, INC.",10-K,2019-09-30,277500.txt,111351,/blue/acg7849/share/BS/item1/277500.txt
1041368,RIVERVIEW BANCORP INC,10-K,2019-03-31,265652.txt,1031672,/blue/acg7849/share/BS/item1/265652.txt
50863,INTEL CORP,10-K,2019-12-28,284476.txt,4973,/blue/acg7849/share/BS/item1/284476.txt
889900,PATTERSON UTI ENERGY INC,10-K,2019-12-31,285474.txt,387002,/blue/acg7849/share/BS/item1/285474.txt
1683001,Capital Auto Receivables Asset Trust 2016-3,10-K,2019-12-31,283166.txt,1001,/blue/acg7849/share/BS/item1/283166.txt
1770141,"GigCapital2, Inc.",10-K,2019-12-31,283949.txt,51420,/blue/acg7849/share/BS/item1/283949.txt
36104,US BANCORP \DE\,10-K,2019-12-31,284391.txt,115154,/blue/acg7849/share/BS/item1/284391.txt
788816,OGLETHORPE POWER CORP,10-K,2019-12-31,284959.txt,205781,/blue/acg7849/share/BS/item1/284959.txt
1721056,HOOPS SCOUTING USA,10-K,2019-06-30,283534.txt,19538,/blue/acg7849/share/BS/item1/283534.txt
1665598,"RC-1, Inc.",10-K,2019-12-31,282997.txt,62848,/blue/acg7849/share/BS/item1/282997.txt
1004724,"REGIONAL HEALTH PROPERTIES, INC",10-K,2019-12-31,279141.txt,71091,/blue/acg7849/share/BS/item1/279141.txt
29905,DOVER Corp,10-K,2019-12-31,284250.txt,112177,/blue/acg7849/share/BS/item1/284250.txt
33488,ESCALADE INC,10-K,2019-12-28,284333.txt,34616,/blue/acg7849/share/BS/item1/284333.txt
85535,ROYAL GOLD INC,10-K,2019-06-30,277720.txt,36233,/blue/acg7849/share/BS/item1/277720.txt
105634,"EMCOR Group, Inc.",10-K,2019-12-31,279488.txt,6374,/blue/acg7849/share/BS/item1/279488.txt
769397,AUTODESK INC,10-K,2019-01-31,276942.txt,1142590,/blue/acg7849/share/BS/item1/276942.txt
915912,AVALONBAY COMMUNITIES INC,10-K,2019-12-31,285647.txt,66162,/blue/acg7849/share/BS/item1/285647.txt
1635748,"Zoompass Holdings, Inc.",10-K,2019-12-31,282730.txt,14939,/blue/acg7849/share/BS/item1/282730.txt
1735828,Legacy Reserves Inc.,10-K,2019-12-31,283661.txt,153961,/blue/acg7849/share/BS/item1/283661.txt
1558583,Arcimoto Inc,10-K,2019-12-31,281992.txt,49761,/blue/acg7849/share/BS/item1/281992.txt
1560327,"Rapid7, Inc.",10-K,2019-12-31,282007.txt,90841,/blue/acg7849/share/BS/item1/282007.txt
1692345,"PROCACCIANTI HOTEL REIT, INC.",10-K,2019-12-31,283248.txt,34970,/blue/acg7849/share/BS/item1/283248.txt
1211805,"My Size, Inc.",10-K,2019-12-31,280167.txt,1449,/blue/acg7849/share/BS/item1/280167.txt
1753886,Stonemor Inc.,10-K,2019-12-31,283813.txt,34427,/blue/acg7849/share/BS/item1/283813.txt
1567925,"Carter Validus Mission Critical REIT II, Inc.",10-K,2019-12-31,282078.txt,103959,/blue/acg7849/share/BS/item1/282078.txt
1704760,PENSARE ACQUISITION Corp,10-K,2019-03-31,274667.txt,44678,/blue/acg7849/share/BS/item1/274667.txt
1385613,"GREENLIGHT CAPITAL RE, LTD.",10-K,2019-12-31,280874.txt,443624,/blue/acg7849/share/BS/item1/280874.txt
874716,IDEXX LABORATORIES INC /DE,10-K,2019-12-31,285344.txt,112576,/blue/acg7849/share/BS/item1/285344.txt
1082038,DURECT CORP,10-K,2019-12-31,279645.txt,88807,/blue/acg7849/share/BS/item1/279645.txt
805928,"Axogen, Inc.",10-K,2019-12-31,285038.txt,172397,/blue/acg7849/share/BS/item1/285038.txt
84246,RLI CORP,10-K,2019-12-31,285208.txt,81388,/blue/acg7849/share/BS/item1/285208.txt
1736511,Ally Auto Receivables Trust 2018-2,10-K,2019-12-31,281433.txt,1001,/blue/acg7849/share/BS/item1/281433.txt
926423,MITCHAM INDUSTRIES INC,10-K,2019-01-31,278771.txt,121525,/blue/acg7849/share/BS/item1/278771.txt
316253,ENZO BIOCHEM INC,10-K,2019-07-31,275650.txt,196087,/blue/acg7849/share/BS/item1/275650.txt
1333493,"eHealth, Inc.",10-K,2019-12-31,280558.txt,85777,/blue/acg7849/share/BS/item1/280558.txt
720154,BIOANALYTICAL SYSTEMS INC,10-K,2019-09-30,276497.txt,111435,/blue/acg7849/share/BS/item1/276497.txt
922521,FALCONSTOR SOFTWARE INC,10-K,2019-12-31,285700.txt,70490,/blue/acg7849/share/BS/item1/285700.txt
66740,3M CO,10-K,2019-12-31,284562.txt,28514,/blue/acg7849/share/BS/item1/284562.txt
750558,QNB CORP,10-K,2019-12-31,284835.txt,35073,/blue/acg7849/share/BS/item1/284835.txt
1739566,Collier Creek Holdings,10-K,2019-12-31,283692.txt,141148,/blue/acg7849/share/BS/item1/283692.txt
1738021,"Olivia Ventures, Inc.",10-K,2019-03-31,275156.txt,33557,/blue/acg7849/share/BS/item1/275156.txt
917251,AGREE REALTY CORP,10-K,2019-12-31,285656.txt,19081,/blue/acg7849/share/BS/item1/285656.txt
1748252,DD3 Acquisition Corp.,10-K,2019-06-30,275234.txt,56344,/blue/acg7849/share/BS/item1/275234.txt
1126956,SPIRE INC,10-K,2019-09-30,276109.txt,246288,/blue/acg7849/share/BS/item1/276109.txt
108385,WORLD ACCEPTANCE CORP,10-K,2019-03-31,266257.txt,444057,/blue/acg7849/share/BS/item1/266257.txt
1390844,WABCO Holdings Inc.,10-K,2019-12-31,280908.txt,178514,/blue/acg7849/share/BS/item1/280908.txt
1656472,Cronos Group Inc.,10-K,2019-12-31,282925.txt,156163,/blue/acg7849/share/BS/item1/282925.txt
827099,Ocean Thermal Energy Corp,10-K,2019-12-31,285148.txt,52838,/blue/acg7849/share/BS/item1/285148.txt
1437491,"Ecoark Holdings, Inc.",10-K,2019-03-31,269716.txt,22073,/blue/acg7849/share/BS/item1/269716.txt
1130144,SIERRA BANCORP,10-K,2019-12-31,279917.txt,59830,/blue/acg7849/share/BS/item1/279917.txt
1045810,NVIDIA CORP,10-K,2019-01-27,265747.txt,87471,/blue/acg7849/share/BS/item1/265747.txt
1494413,Two Hands Corp,10-K,2019-12-31,281533.txt,35257,/blue/acg7849/share/BS/item1/281533.txt
1005409,DIME COMMUNITY BANCSHARES INC,10-K,2019-12-31,279155.txt,103798,/blue/acg7849/share/BS/item1/279155.txt
792935,ETHEMA HEALTH Corp,10-K,2019-12-31,284978.txt,27614,/blue/acg7849/share/BS/item1/284978.txt
310354,STANDEX INTERNATIONAL CORP/DE/,10-K,2019-06-30,275577.txt,72025,/blue/acg7849/share/BS/item1/275577.txt
1050915,"QUANTA SERVICES, INC.",10-K,2019-12-31,279458.txt,111500,/blue/acg7849/share/BS/item1/279458.txt
1405528,"United States 12 Month Oil Fund, LP",10-K,2019-12-31,281003.txt,209654,/blue/acg7849/share/BS/item1/281003.txt
1399249,"Pzena Investment Management, Inc.",10-K,2019-12-31,280958.txt,42621,/blue/acg7849/share/BS/item1/280958.txt
1657853,"HERTZ GLOBAL HOLDINGS, INC",10-K,2019-12-31,284450.txt,125117,/blue/acg7849/share/BS/item1/284450.txt
1403431,"Heritage-Crystal Clean, Inc.",10-K,2019-12-28,280982.txt,110503,/blue/acg7849/share/BS/item1/280982.txt
1595527,"New York City REIT, Inc.",10-K,2019-12-31,282361.txt,31516,/blue/acg7849/share/BS/item1/282361.txt
1603978,"AquaBounty Technologies, Inc.",10-K,2019-12-31,282431.txt,102617,/blue/acg7849/share/BS/item1/282431.txt
1590955,"Paycom Software, Inc.",10-K,2019-12-31,282317.txt,126491,/blue/acg7849/share/BS/item1/282317.txt
1578845,Allergan plc,10-K,2019-12-31,282192.txt,351804,/blue/acg7849/share/BS/item1/282192.txt
1636286,People's Utah Bancorp,10-K,2019-12-31,282738.txt,82136,/blue/acg7849/share/BS/item1/282738.txt
884363,"EVOLUTIONARY GENOMICS, INC.",10-K,2019-12-31,285422.txt,73132,/blue/acg7849/share/BS/item1/285422.txt
1724344,Entasis Therapeutics Holdings Inc.,10-K,2019-12-31,283570.txt,129481,/blue/acg7849/share/BS/item1/283570.txt
730464,Adtalem Global Education Inc.,10-K,2019-06-30,276641.txt,105478,/blue/acg7849/share/BS/item1/276641.txt
1528930,"Liberty Tax, Inc.",10-K,2019-04-30,271041.txt,58928,/blue/acg7849/share/BS/item1/271041.txt
1426332,NGM BIOPHARMACEUTICALS INC,10-K,2019-12-31,281153.txt,239205,/blue/acg7849/share/BS/item1/281153.txt
1752039,"POSITIVE PHYSICIANS HOLDINGS, INC.",10-K,2019-12-31,283796.txt,58919,/blue/acg7849/share/BS/item1/283796.txt
1600347,HotApp Blockchain Inc.,10-K,2019-12-31,282400.txt,12176,/blue/acg7849/share/BS/item1/282400.txt
927066,DAVITA INC.,10-K,2019-12-31,285734.txt,1341,/blue/acg7849/share/BS/item1/285734.txt
1051514,"STRATA Skin Sciences, Inc.",10-K,2019-12-31,279463.txt,50322,/blue/acg7849/share/BS/item1/279463.txt
1555082,EP Energy LLC,10-K,2019-12-31,281963.txt,59830,/blue/acg7849/share/BS/item1/281963.txt
1680062,"ACM Research, Inc.",10-K,2019-12-31,283127.txt,63000,/blue/acg7849/share/BS/item1/283127.txt
1124796,"NLIGHT, INC.",10-K,2019-12-31,279884.txt,44145,/blue/acg7849/share/BS/item1/279884.txt
1005817,TOMPKINS FINANCIAL CORP,10-K,2019-12-31,279158.txt,110140,/blue/acg7849/share/BS/item1/279158.txt
1012019,RUSH ENTERPRISES INC \TX\,10-K,2019-12-31,279195.txt,57481,/blue/acg7849/share/BS/item1/279195.txt
876437,MGIC INVESTMENT CORP,10-K,2019-12-31,285361.txt,2257602,/blue/acg7849/share/BS/item1/285361.txt
1419051,"THERAPEUTIC SOLUTIONS INTERNATIONAL, INC.",10-K,2019-12-31,281100.txt,49046,/blue/acg7849/share/BS/item1/281100.txt
1011432,"CYNERGISTEK, INC",10-K,2019-12-31,279188.txt,19964,/blue/acg7849/share/BS/item1/279188.txt
1578776,"PRUDENTIAL BANCORP, INC.",10-K,2019-09-30,271940.txt,850159,/blue/acg7849/share/BS/item1/271940.txt
1063344,HERSHA HOSPITALITY TRUST,10-K,2019-12-31,279536.txt,78936,/blue/acg7849/share/BS/item1/279536.txt
1269021,PORTOLA PHARMACEUTICALS INC,10-K,2019-12-31,280261.txt,146445,/blue/acg7849/share/BS/item1/280261.txt
1537561,"Arch Therapeutics, Inc.",10-K,2019-09-30,271183.txt,129223,/blue/acg7849/share/BS/item1/271183.txt
1287750,ARES CAPITAL CORP,10-K,2019-12-31,280346.txt,261912,/blue/acg7849/share/BS/item1/280346.txt
40211,GATX CORP,10-K,2019-12-31,284417.txt,192774,/blue/acg7849/share/BS/item1/284417.txt
1769725,"Eureka Homestead Bancorp, Inc.",10-K,2019-12-31,283946.txt,181431,/blue/acg7849/share/BS/item1/283946.txt
1485029,"New Asia Holdings, Inc.",10-K,2019-12-31,281473.txt,51802,/blue/acg7849/share/BS/item1/281473.txt
1556593,New Residential Investment Corp.,10-K,2019-12-31,281973.txt,220395,/blue/acg7849/share/BS/item1/281973.txt
1097864,ON SEMICONDUCTOR CORP,10-K,2019-12-31,279748.txt,198181,/blue/acg7849/share/BS/item1/279748.txt
918965,"SCANSOURCE, INC.",10-K,2019-06-30,278634.txt,68260,/blue/acg7849/share/BS/item1/278634.txt
1769804,Malo Holdings Corp,10-K,2019-12-31,283947.txt,36725,/blue/acg7849/share/BS/item1/283947.txt
947484,ARCH CAPITAL GROUP LTD.,10-K,2019-12-31,285838.txt,280943,/blue/acg7849/share/BS/item1/285838.txt
1731727,"LMP Automotive Holdings, Inc.",10-K,2019-12-31,283636.txt,25029,/blue/acg7849/share/BS/item1/283636.txt
1673772,"RAPT Therapeutics, Inc.",10-K,2019-12-31,283068.txt,161867,/blue/acg7849/share/BS/item1/283068.txt
1533357,DEFENSE TECHNOLOGIES INTERNATIONAL CORP.,10-K,2019-04-30,271103.txt,16810,/blue/acg7849/share/BS/item1/271103.txt
1529377,Ares Commercial Real Estate Corp,10-K,2019-12-31,281781.txt,38806,/blue/acg7849/share/BS/item1/281781.txt
1688757,ESTABLISHMENT LABS HOLDINGS INC.,10-K,2019-12-31,283209.txt,169833,/blue/acg7849/share/BS/item1/283209.txt
813672,CADENCE DESIGN SYSTEMS INC,10-K,2019-12-28,285083.txt,86763,/blue/acg7849/share/BS/item1/285083.txt
1764046,Clarivate Analytics PLC,10-K,2019-12-31,283902.txt,115301,/blue/acg7849/share/BS/item1/283902.txt
1518621,"Orchid Island Capital, Inc.",10-K,2019-12-31,281706.txt,97193,/blue/acg7849/share/BS/item1/281706.txt
1290476,Village Bank & Trust Financial Corp.,10-K,2019-12-31,280369.txt,86855,/blue/acg7849/share/BS/item1/280369.txt
